australia-zoo.md	no_usable_pricing
beenleigh-historical-village-and-museum.md	no_usable_pricing
belgenny-farm.md	usable_no_choice
bestbrook-mountain-resort.md	no_usable_pricing
bidgee-strawberries-and-cream.md	usable_no_choice
billabong-sanctuary.md	usable_no_choice
bilpin-fruit-bowl.md	no_usable_pricing
blackwattle-alpacas.md	usable_no_choice
buckley-park-community-farm.md	no_usable_pricing
camp-coolamatong.md	no_usable_pricing
candlebark-farm.md	no_usable_pricing
carinya-station.md	no_usable_pricing
carramar.md	usable_no_choice
caversham-wildlife-park.md	usable_no_choice
chesterfield-farm.md	usable_no_choice
collingwood-childrens-farm.md	usable_no_choice
currumbin-wildlife-sanctuary.md	usable_choice_spine
david-fleay-wildlife-park.md	usable_choice_spine
drayhorse-shire-horse-farm.md	no_usable_pricing
edendale-community-environment-farm.md	usable_choice_pure
elouera-vale-camel-farm.md	no_usable_pricing
forest-lodge-farm.md	no_usable_pricing
gavana-holsteins.md	usable_no_choice
golden-ridge-animal-farm.md	no_usable_pricing
green-connect-farm.md	usable_choice_spine
green-thumb-farm.md	usable_choice_spine
harvest-farms.md	usable_no_choice
highfields-pioneer-village.md	usable_choice_spine
hillside-harvest.md	no_usable_pricing
hollycott-farm.md	no_usable_pricing
homegrown-organics.md	usable_no_choice
ipswich-nature-centre.md	usable_no_choice
iris-lodge-alpacas.md	no_usable_pricing
kur-cow-barnwell-farm.md	no_usable_pricing
little-star-bee-sanctuary.md	no_usable_pricing
lone-pine-koala-sanctuary.md	usable_choice_spine
maleny-botanic-gardens-and-bird-world.md	usable_choice_spine
maru-koala-and-animal-park.md	no_usable_pricing
myuna-farm.md	usable_choice_spine
northey-street-city-farm.md	usable_choice_spine
paradise-country.md	no_usable_pricing
perth-city-farm.md	usable_choice_spine
qcamel.md	no_usable_pricing
rainforestation-nature-park.md	usable_choice_spine
rockhampton-zoo.md	usable_no_choice
sarina-sugar-shed.md	usable_no_choice
sea-world.md	usable_choice_spine
splitters-farm.md	no_usable_pricing
summer-land-camels.md	usable_choice_spine
the-ginger-factory.md	usable_choice_pure
thunderbird-park.md	no_usable_pricing
tommerups-dairy-farm.md	no_usable_pricing
trevena-glen-farm.md	no_usable_pricing
white-ridge-farm.md	no_usable_pricing
wildlife-hq-zoo.md	no_usable_pricing
windy-station-woolshed.md	no_usable_pricing
