belgenny-farm.md	usable_no_choice
bidgee-strawberries-and-cream.md	usable_no_choice
billabong-sanctuary.md	usable_no_choice
blackwattle-alpacas.md	usable_no_choice
carramar.md	usable_no_choice
caversham-wildlife-park.md	usable_no_choice
chesterfield-farm.md	usable_no_choice
collingwood-childrens-farm.md	usable_no_choice
gavana-holsteins.md	usable_no_choice
harvest-farms.md	usable_no_choice
homegrown-organics.md	usable_no_choice
ipswich-nature-centre.md	usable_no_choice
rockhampton-zoo.md	usable_no_choice
sarina-sugar-shed.md	usable_no_choice
currumbin-wildlife-sanctuary.md	usable_choice_spine
david-fleay-wildlife-park.md	usable_choice_spine
green-connect-farm.md	usable_choice_spine
green-thumb-farm.md	usable_choice_spine
highfields-pioneer-village.md	usable_choice_spine
lone-pine-koala-sanctuary.md	usable_choice_spine
maleny-botanic-gardens-and-bird-world.md	usable_choice_spine
myuna-farm.md	usable_choice_spine
northey-street-city-farm.md	usable_choice_spine
perth-city-farm.md	usable_choice_spine
rainforestation-nature-park.md	usable_choice_spine
sea-world.md	usable_choice_spine
summer-land-camels.md	usable_choice_spine
edendale-community-environment-farm.md	usable_choice_pure
the-ginger-factory.md	usable_choice_pure
australia-zoo.md	no_usable_pricing
beenleigh-historical-village-and-museum.md	no_usable_pricing
bestbrook-mountain-resort.md	no_usable_pricing
bilpin-fruit-bowl.md	no_usable_pricing
buckley-park-community-farm.md	no_usable_pricing
camp-coolamatong.md	no_usable_pricing
candlebark-farm.md	no_usable_pricing
carinya-station.md	no_usable_pricing
drayhorse-shire-horse-farm.md	no_usable_pricing
elouera-vale-camel-farm.md	no_usable_pricing
forest-lodge-farm.md	no_usable_pricing
golden-ridge-animal-farm.md	no_usable_pricing
hillside-harvest.md	no_usable_pricing
hollycott-farm.md	no_usable_pricing
iris-lodge-alpacas.md	no_usable_pricing
kur-cow-barnwell-farm.md	no_usable_pricing
little-star-bee-sanctuary.md	no_usable_pricing
maru-koala-and-animal-park.md	no_usable_pricing
paradise-country.md	no_usable_pricing
qcamel.md	no_usable_pricing
splitters-farm.md	no_usable_pricing
thunderbird-park.md	no_usable_pricing
tommerups-dairy-farm.md	no_usable_pricing
trevena-glen-farm.md	no_usable_pricing
white-ridge-farm.md	no_usable_pricing
wildlife-hq-zoo.md	no_usable_pricing
windy-station-woolshed.md	no_usable_pricing
